genre_id,genre_name,movie_id
00b9df5f-b970-4946-9cc8-1bed2c4c1a05,Thriller,1228246
04fd6790-d514-41de-bfc9-5a017025375e,Crime,1448560
0511b4ae-b832-4734-b786-07aeab663406,Science Fiction,24428
05588ab6-8a3f-4109-86c9-93394c9667e6,Animation,203101
0610d5de-11cf-424c-8244-f0330be9bfb5,Crime,1128650
06a91368-8011-4ff3-a758-3cb8e9fd4bec,Thriller,1128650
07b79542-f2a6-48f1-9172-eb2e04bfbed8,Animation,1311031
094c906a-b63a-44b0-9df0-21bcab36b22b,Comedy,1237082
0b9076ea-7830-45a4-9202-2ac5ab643354,Thriller,575265
0d073574-5de2-456e-a815-d93594ae4dbc,Drama,81467
0d9c287f-d9c4-47f8-b222-ae25ca9249e1,Crime,425274
11a8c782-e810-492a-92f5-dbd5197f6d8f,Crime,1296504
1223e6d0-6a8f-44de-a106-5752228655ea,Crime,7451
1499a934-0a30-42dc-8d2f-d48112fb305e,Drama,1062722
16077575-5dfe-4ce9-a9a8-fc9e55464268,Action,1311031
17083341-aa33-4c4a-8f8f-37c23d2005f7,Action,1083637
178ed82b-55d7-4a0b-9408-729045faedec,Action,1433719
18f1c5a3-4fd2-4489-9f15-e28db6df4410,Comedy,269149
1a8ce914-7840-44ab-ae88-5a1355f4ce87,Thriller,1180831
1cb21689-7036-46d3-beae-daf5a9722b06,Thriller,1054867
1fb77d51-9a99-4afb-8338-8a25bb6df5a8,Drama,1242419
2175b344-00a2-4742-bbd6-42abd5d68250,Romance,967941
2213b9be-2431-440f-aaa9-e65711defe78,Crime,1426968
2608db32-3218-433c-a46e-a88790d500df,Family,1237082
27a768e7-f680-4c14-b9a1-2b6b5693edc2,Action,1026821
2abca8bc-c160-4db3-b334-096bd73d12ff,Action,1419406
2c0c14a4-7330-43e3-90eb-6defcb69b97a,Romance,1218925
2fd9c5d1-0a00-4d88-a766-34052255c5ca,Adventure,1084242
31630b14-32e2-44fe-a123-2239b0d676f5,Horror,1377505
31c137d7-78df-47f8-a129-b12acabf07b1,Comedy,1084242
31cc15fc-9dc8-41da-971b-6da906ca9cab,War,1244531
35eaade2-921c-44b5-8dc5-3123a5830a85,Action,575265
362939a5-16b2-4cd0-8591-04ba32f0aaeb,Drama,402431
36586470-796e-48e0-ab7d-3829c5b02234,Thriller,1197137
3b3836f5-9d85-428c-b5a9-2f0215eb841d,Animation,1539104
40443b1f-9c18-46c9-aee8-dc181f4dec20,Animation,1084242
424f51ab-0d83-4c65-83a4-a2e75c92b720,Comedy,803796
43fddeb0-91c1-41c3-b547-786c338c1593,Action,1116465
44213291-54d6-4b0e-b377-180258f29a08,Drama,1128650
448ba5dd-2834-478b-977f-ed4ea601ae67,Science Fiction,755898
464589ca-0c31-4ddb-ae05-4e86c4e114d8,Action,7451
4656f631-2886-4261-9f9a-446dc551f94c,Adventure,1237082
481448a7-fdcb-4aea-aa74-47b522b9afcf,Fantasy,967941
4ad997c0-0429-4df1-b0d7-dd0ff492d656,Adventure,1061474
4d7d96d7-8832-4cc1-8786-a1ef19f7961f,Romance,1522377
50b84fe1-8e8f-4133-abc6-ef10bb3e920a,Action,1539104
514f9b81-01d2-4891-8816-e35b1b633e65,Action,1128650
51f9a039-e9d5-4a38-8a94-ccd730cdf3a3,Crime,701387
5241eba1-98bb-4e52-8be3-07d5228369b0,Action,1084222
5687cbb0-9856-40fe-8542-f92b3e1b12e8,Action,949709
596161da-ad5a-4bd6-a63a-515de4349b44,War,1223601
5a7e5724-e30c-49a0-9219-4de8395166ae,Adventure,967941
5ac61a2a-d5c9-4d6c-b01c-05061069da5a,Family,1084242
5b6cf15b-ad81-4f73-94ac-90160e41f15f,Fantasy,1083637
5bfaea5e-0476-40d7-a174-dd09a7d95f54,Crime,1218762
5c817593-759d-4bc3-ad76-f130ada65669,Horror,1468417
5e0899d5-057a-432a-9af9-76d88be022e4,Thriller,7451
5f86e0f3-ee77-4b6e-8460-e38983ed9145,Drama,7451
61235935-e044-4169-a8ea-6c3741af05f8,Thriller,425274
6218f366-3481-4c3d-a7ee-64199da5213f,Mystery,425274
64ca7f0e-745e-4745-9b79-08be7e235018,Fantasy,1311031
6850bd00-0df8-4ed2-9d0f-bcc6183fb0d9,Action,533533
69019356-7ec7-4ce5-a194-f6f87e8b7436,Romance,1246049
69f8c60d-af45-4de4-8545-16a5d358d098,Fantasy,803796
6d15b8f3-7663-4d70-ae05-2db737c61e87,Thriller,1196573
6e7f0e55-d2a0-4a84-858e-87904a81c41d,Crime,1419406
70360ec0-b5d8-4f31-bf4e-909ff70d7fab,Horror,1084222
70ff8315-6f94-423b-8059-4bb745dd6557,Animation,1550797
74015308-5663-423e-aa53-e4a971750f8f,Science Fiction,83533
74ea9ea4-29f4-437a-8e66-1d1a647f366d,Comedy,1429520
74eb3064-89e2-4c27-ad2a-5a5942292a86,Crime,1242419
75c35d51-accb-4f96-93ae-8ccb7f4df5d1,Action,1469354
75e3969c-aa03-4fbf-8d7a-007eae28dd65,Horror,1228246
77e12808-4f5b-4b06-9524-2b3abe172bb2,Horror,1246049
7a4f7881-9bfe-40e3-9e1b-1947e909d2af,Drama,1083637
7c3b1efc-2e55-4668-91c6-d64ddcad10f3,Drama,1327862
7faf49a8-838a-4434-a1b5-8d73f0b68723,Thriller,1433719
807877ef-1326-4c0a-b5ba-8c3e66585bce,Fantasy,1116465
810f3995-4c2b-4612-9e0b-1831f02416f8,Thriller,1468417
823f05c6-5c6b-4cbd-a762-f42a1612ee94,Thriller,1244531
83bd5f03-ffd9-474a-9a67-21c5d7c14ddf,Comedy,1248226
8455c73d-c67c-471b-bd30-e49cb650da3a,Fantasy,1026821
84cdc4c8-1e3b-4117-8bae-b39abfbbce56,Action,1426968
869a1294-c105-4d4c-b628-f9865ec4ba9a,Adventure,7451
8716491d-71d2-4bb6-97b9-c30caa6a5c64,Action,1223601
8752c431-3052-45bf-be24-3525d12f22ed,Family,1248226
87932ce1-9816-4b55-ba54-60b8618d8025,Music,803796
8836c90e-1783-4477-a9b8-76fe9eea3113,Science Fiction,1033462
89cc5f5a-d8ee-488d-b18f-6e9d7ed31d6f,Comedy,1242419
8c015769-47ef-4807-954d-b6b44e2cb8e7,Science Fiction,1242898
8c53eec1-48ce-4fe6-bf0f-b729ee4181c3,Action,1180831
8cea13d9-ee77-4dbd-bb1d-e043dc0f8020,Adventure,1026821
93f13fb2-e400-41de-ae20-056869812d7f,Romance,1327862
95884fcd-1efe-4feb-b44a-91d2835cbeeb,Romance,1218762
96387f5b-80b3-42bd-82ec-1e8cae6555f7,Action,1196573
98baf6cf-0381-493e-8280-1b13cb60ec94,Adventure,617126
9921829d-59ef-4098-93b3-031fe5f7e4d9,Family,269149
99ca33cd-6d39-47b6-ade4-99528800a44d,Thriller,755898
9a5eec76-2d21-46e3-85ab-35dd94fb0986,Thriller,1426968
9b81b71e-c048-4cc4-8c38-163adf7137e1,Drama,1320414
9bba049f-ace3-401d-a244-f09e43aaff7c,Horror,1130276
9ccc44fb-8e38-4d7a-bcd8-8aee7e13ff5b,Science Fiction,617126
9efbe2fd-56e7-4b36-9491-4858730f89b8,Crime,1196573
a0b1ec6d-332b-4ece-a8ac-6be50941d76f,Thriller,1296504
a56ac6fd-9062-4bcb-adea-acb05e92cbb3,Mystery,1084242
a643d214-918d-415f-8267-28e52b64b320,Comedy,1218762
a7ef0548-b69b-4e9b-bbc3-72dc05fd166a,Action,1033462
a80fb83b-6bd6-472e-a3d0-c61308edb6f1,Adventure,533533
abae60a1-d757-4dba-b893-c20d0d05801e,Science Fiction,1061474
ae19dda0-72aa-435a-96b3-8daab31298a6,Fantasy,1218925
ae1e4075-110e-4b9b-bc23-3d8c2dd3bde6,Thriller,1208561
afd89b7f-e7f2-450d-9698-853909b1921e,Horror,1244531
afe62f05-7616-455b-b492-1acb7602cc8b,Science Fiction,701387
b3aff285-0300-46d3-b9ca-6a90bc4d6eb0,Action,1309012
b3d07512-3714-418d-82bc-cf7c20a71d12,Fantasy,402431
b5c06abf-1e07-48fa-94de-8ac3735347d2,Animation,1026821
b6f95e24-eb53-4a5b-92a3-90f9dfa257f5,Fantasy,1062722
b931c5db-2e8a-4660-b725-d393c9a2d776,Romance,402431
baeeea92-f984-477e-90ab-a655bd33f84a,Action,24428
bf1631a0-8c84-4a01-9937-f0b03b9ec4dc,Comedy,1363123
c01d031f-9368-4492-ac16-dba82e9201d1,Science Fiction,1309012
c08bdc52-4d3b-494b-9c99-afa2e614a872,Thriller,1377505
c0dc7672-bce2-4230-bb74-04dfbf67f1ab,Action,1248226
c1fd048e-e9a2-456f-948c-0add0d50a643,Music,1237082
c500e02f-3b2f-485c-9f79-3ed19e89fbe7,Thriller,1419406
c54b1b48-b78e-4c36-ad26-40b05a9973c8,Adventure,1033462
c5d9475b-6c12-44f6-a06a-a0aa0940607d,Crime,1433719
c650bd4f-e7c4-449b-a9eb-142175699b57,Animation,803796
c8ca93d0-94bc-4af2-972c-254666c39c9a,Adventure,1084222
ccbd89e0-26dd-47d9-90ef-74d053e8a60b,Adventure,1242898
cd3660ec-0506-4acc-a496-daf3a6515976,Crime,949709
cf77f29b-2a94-4dbb-92b3-d2b7e54dc4f1,Adventure,203101
d33d72ea-3acb-41ea-8db0-220ee5083180,Horror,1062722
d385be3f-44e2-4cd9-aae0-ee3adf459566,Fantasy,83533
d4d89494-a25c-4d8b-88e1-3ac5da13e32d,Thriller,1130276
d5b4b6a3-a5eb-40a3-a54c-ecfa9c6060a7,Romance,1429520
d6b93ae3-2284-4a11-9257-0c96d03a2198,Crime,1054867
d8349020-f590-40fe-a92e-131f9e5c40b5,Horror,1038392
d8982135-8ef0-47df-b7bf-4144932e7f4d,Action,1296504
d9b54990-ead5-47b2-b5b4-dfed050f5067,Horror,1481331
d9fd07e1-0a6b-4de1-9c7c-c7658d632b6b,Thriller,1448560
dd0eae20-6ef9-4d6a-929d-15eb836fb915,Animation,1218925
dd42ba41-97a7-440d-b672-6936b8333587,Thriller,1469354
dd8f3a33-1fcc-413a-869f-6b2ade02a24b,Action,1061474
df41f78e-8f99-400b-98e7-c7f49cee0349,Fantasy,1246049
e49bdc3c-8bc0-4ddd-8c6f-681e28519ba0,Adventure,1116465
e8db1f0e-9ecf-4415-84ef-54d76ed23f4e,Action,1242898
eaf8eba8-0cdd-4623-9a0a-3a82f91a1c3b,Adventure,269149
ec0684cf-fc8f-4b35-abc9-22ac0b2ef22e,Horror,203101
ec978c19-c233-4e95-8e18-1734629baa4a,Comedy,203101
ecca8fc6-a31a-43b9-ab1a-4da8c908be13,Adventure,83533
ed8319dc-1df3-4eae-8c0b-a85920202cf3,Action,1448560
f31e7c35-b954-470c-add3-d97c1194f3e9,Science Fiction,533533
f5385ee2-a5bb-4dfe-b03f-4d042175b591,Action,1363123
f65b0850-4f0c-4beb-b69a-c6027e6bc483,Animation,269149
f81f7ec2-88a2-40a1-aae9-298d28be6233,Action,1218925
f8bd91ec-1636-43ec-a741-d6149102320e,Action,617126
fc0271cc-979b-4a82-9960-18f6daf22826,Action,1244531
fc893b6c-a0fb-40d2-ac3e-6536b337ccc1,Horror,1197137
fd6df645-b92c-4877-8490-c09838ea8761,Drama,1522377
fdb4bef7-7aec-4f05-b4a4-23462c5c1627,Fantasy,1180831
fde807be-493f-463d-b0dc-b18a8890b790,Action,1208561
fdee09fc-0a9b-4b0c-a6de-f64cc7dc6f2e,Adventure,24428
ff5e2ba4-ed5c-4ad8-ac47-c9d7e3d4653f,Action,1054867
